식당 이름,계정 ID,계정의 리뷰 수,방문 날짜,방문 횟수,인증 수단,리뷰 내용,리뷰 글자 수,리뷰 내 사진 유무,정제 리뷰,토큰,감성단어,감성점수,감성라벨
페르시안궁전,doodoomulmul,13,2026.01.31,1번째 방문,영수증,"성균관대 정문 앞 페르시아의 궁전에서 맛본 팔락 파니르는 시금치의 깊은 풍미와 고소한 치즈가 어우러져 커리의 정석을 보여주었습니다. 화덕에서 갓 구워져 나온 쫄깃한 난을 커리에 듬뿍 찍어 먹으니 이국적인 향신료의 매력이 입안 가득 퍼졌습니다. 식사 후 시원하고 달콤한 라씨로 깔끔하게 입가심을 하니, 마치 이란 현지 식당에 온 듯한 완벽한 미식 경험이었습니다.",201,True,성균관대 정문 앞 페르시아의 궁전에서 맛본 팔락 파니르는 시금치의 깊은 풍미와 고소한 치즈가 어우러져 커리의 정석을 보여주었습니다 화덕에서 갓 구워져 나온 쫄깃한 난을 커리에 듬뿍 찍어 먹으니 이국적인 향신료의 매력이 입안 가득 퍼졌습니다 식사 후 시원하고 달콤한 라씨로 깔끔하게 입가심을 하니 마치 이란 현지 식당에 온 듯한 완벽한 미식 경험이었습니다,"성균관대, 정문, 페르시아, 궁전, 맛보, 팔락, 파니르, 시금치, 풍미, 고소하, 치즈, 어우러지, 커리, 정석, 보이, 화덕, 나오, 커리, 이국, 향신료, 매력, 퍼지, 식사, 라씨, 입가심, 이란, 현지, 식당, 완벽, 미식, 경험",,0,중립
페르시안궁전,fre****,37,2026.01.31,1번째 방문,영수증,가끔식들렀던 페르시안궁전! 역시 예전맛 그대로! 예전분위기 그대로입니다. 맛도 맵기도.. 이전 느낌 그대로 쭉 커리 전통 지켜나가시는 커리장인이십니다 ㅋ 오늘도 맛있게 잘먹고 갑니다,101,True,가끔식들렀던 페르시안궁전 역시 예전맛 그대로 예전분위기 그대로입니다 맛도 맵기도 이전 느낌 그대로 쭉 커리 전통 지켜나가시는 커리장인이십니다 오늘도 맛있게 잘먹고 갑니다,"들르, 페르시안, 궁전, 예전, 예전, 분위기, 이전, 느낌, 커리, 전통, 지키, 나가, 커리, 장인, 오늘, 맛있",맛있,2,긍정
페르시안궁전,바잇블,79,2026.01.31,1번째 방문,영수증,한마리가 좀많을거같아서 다른맛으로시켯어요 탄두리치킨? 오우오우 너무맛잇어요 ...... 고급져 2.7 매우ㅏ요 3.0 매워요 매콤해서 매운거 못드심 많이쎌거같아요 저는 매워서 오히렻그극극그그극호 기다리는 장소가 잘 되어잇어서 너무좋앗답니당,133,True,한마리가 좀많을거같아서 다른맛으로시켯어요 탄두리치킨 오우오우 너무맛잇어요 고급져 2 7 매우 요 3 0 매워요 매콤해서 매운거 못드심 많이쎌거같아요 저는 매워서 오히렻그극극그그극호 기다리는 장소가 잘 되어잇어서 너무좋앗답니당,"마리, 시키, 탄두리치킨, 고급, 매콤하, 드시, 오히렻그극극그그극호, 기다리, 장소",,0,중립
페르시안궁전,boo****,39,2026.01.30,1번째 방문,영수증,와보고 싶었던 곳이었는데 기대만큼 맛있었어요ㅎㅎ! 맵기는 2.5 하니까 딱 맛있었구 난은 갈릭보다 허니가 맛있었어요. 내부 분위기도 현지 느낌나구 또또 가고 싶은 곳이었습니다,97,True,와보고 싶었던 곳이었는데 기대만큼 맛있었어요 맵기는 2 5 하니까 딱 맛있었구 난은 갈릭보다 허니가 맛있었어요 내부 분위기도 현지 느낌나구 또또 가고 싶은 곳이었습니다,"기대, 맛있, 맛있, 갈릭, 허니, 맛있, 내부, 분위기, 현지, 느낌","맛있, 맛있, 맛있",6,긍정
페르시안궁전,qkrehddnr,37,2026.01.30,1번째 방문,영수증,유튜브를 보고 방문한 페르시안 궁전입니다. 원래부터 명성은 알고 있었지만 진짜 제대로네요. 한국인 입맛에 딱 맞는 커리와 케밥입니다. 케밥 한 점 하고 맥주 한잔 들이키면 극락가는 맛있네요. 강추드립니다,113,True,유튜브를 보고 방문한 페르시안 궁전입니다 원래부터 명성은 알고 있었지만 진짜 제대로네요 한국인 입맛에 딱 맞는 커리와 케밥입니다 케밥 한 점 하고 맥주 한잔 들이키면 극락가는 맛있네요 강추드립니다,"유튜브, 방문, 페르시안, 궁전, 원래, 명성, 한국인, 입맛, 커리, 케밥, 케밥, 맥주, 들이키, 극락, 맛있, 드리",맛있,2,긍정
페르시안궁전,thw****,212,2026.01.30,1번째 방문,영수증,엄청 유명해서 고대하다가 왔어요 ㅎㅎ 비싼 인도 음식점 많이 가봤는데 여기가 가장 가성비도 좋고 맛있어요🥹 보통 인도음식 닭고기는 엄청 퍽퍽한데 여기는 야들야들해서 넘 좋네요 ㅎㅎ 집이랑 가까우면 맨날 포장해서 먹고싶어요!,124,True,엄청 유명해서 고대하다가 왔어요 비싼 인도 음식점 많이 가봤는데 여기가 가장 가성비도 좋고 맛있어요 보통 인도음식 닭고기는 엄청 퍽퍽한데 여기는 야들야들해서 넘 좋네요 집이랑 가까우면 맨날 포장해서 먹고싶어요,"유명, 고대, 비싸, 인도, 음식점, 여기, 가성비, 맛있, 인도, 음식, 닭고기, 퍽퍽하, 여기, 가깝, 포장","비싸, 가성비, 맛있",2,긍정
페르시안궁전,크런키빼빼로먹는중,21,2026.01.30,1번째 방문,영수증,친구가 예전부터 오고싶다고했던 페르시안 궁전에 드디어 오게됐습니다. 매장에서 완전 페르시안의 분위기가 느껴져서 신기했어요. 사장님이 완전 인싸에다가 친절하셔서 좋았어요. 커리는 2.5단계로 시켰고 허니난 추가했습니다. 맛있어요! 다음에는 케밥 먹으러 재방문할 예정입니다.,151,True,친구가 예전부터 오고싶다고했던 페르시안 궁전에 드디어 오게됐습니다 매장에서 완전 페르시안의 분위기가 느껴져서 신기했어요 사장님이 완전 인싸에다가 친절하셔서 좋았어요 커리는 2 5단계로 시켰고 허니난 추가했습니다 맛있어요 다음에는 케밥 먹으러 재방문할 예정입니다,"친구, 예전, 페르시안, 궁전, 매장, 페르시, 분위기, 느끼, 신기하, 사장, 인싸, 친절, 커리, 단계, 허니, 추가, 맛있, 다음, 케밥, 방문, 예정","느끼, 친절, 맛있",3,긍정
페르시안궁전,말차공쥬,45,2026.01.27,1번째 방문,영수증,"연극로 데이트를 나왔는데 갈만한 식당을 찾아보다가 찐맛집 같아 보여서 들어오게됐어요! 분위기도 완전 제대로라 좋았어요. 진짜 인도에 온 기분… 2인 세트 시켰는데 완전 향도 좋고 맛있어요. 맵기도 선택이 가능해서 취향껏 먹으면 되는데 저흰 2.2 신라면 맵기 단계 먹었는데 한국인 입맛에 딱이에요! 닭다리살도 야들야들하고… 닭을 한번 구웠는지! 빠싹한 부분도 있어서 좋았구, 살코기가 좀 많은 부분은 소스랑 같이 찍어먹으면 돼서 다 맛있게 먹을수 있어요!! 밥도 누룽지밥 스타일+꼬들꼬들st 라서… 진짜 맛있어요ㅠㅠ 자꾸 생각나는 맛이에요. 고민하시는 분들 꼭 한번 오셔보세요!! 다음에 오면 케밥도 먹어볼려구요. 또올거에요!!! 진짜요!!!!!",361,True,연극로 데이트를 나왔는데 갈만한 식당을 찾아보다가 찐맛집 같아 보여서 들어오게됐어요 분위기도 완전 제대로라 좋았어요 진짜 인도에 온 기분 2인 세트 시켰는데 완전 향도 좋고 맛있어요 맵기도 선택이 가능해서 취향껏 먹으면 되는데 저흰 2 2 신라면 맵기 단계 먹었는데 한국인 입맛에 딱이에요 닭다리살도 야들야들하고 닭을 한번 구웠는지 빠싹한 부분도 있어서 좋았구 살코기가 좀 많은 부분은 소스랑 같이 찍어먹으면 돼서 다 맛있게 먹을수 있어요 밥도 누룽지밥 스타일 꼬들꼬들 라서 진짜 맛있어요 자꾸 생각나는 맛이에요 고민하시는 분들 꼭 한번 오셔보세요 다음에 오면 케밥도 먹어볼려구요 또올거에요 진짜요,"연극, 데이트, 나오, 식당, 찾아보, 맛집, 보이, 들어오, 분위기, 인도, 기분, 세트, 시키, 맛있, 선택, 가능, 취향, 저희, 신라면, 단계, 한국인, 입맛, 다리, 부분, 살코기, 부분, 소스, 맛있, 누룽지, 스타일, 맛있, 생각나, 고민, 다음, 케밥","맛있, 맛있, 맛있",6,긍정
페르시안궁전,알맞은표현81,34,2026.01.27,1번째 방문,영수증,혜화역 맛집 인정입니다! 카레 닭한마리 세트 먹었는데 양도 많고 닭고기가 정말 부드러워요. 맵기 조절이 돼서 제 입맛에 딱 맞게 먹을 수 있는 게 큰 장점인 것 같습니다. 추가로 주문한 버터난도 고소해서 카레랑 찰떡궁합이네요. 재방문 의사 200%입니다!,142,True,혜화역 맛집 인정입니다 카레 닭한마리 세트 먹었는데 양도 많고 닭고기가 정말 부드러워요 맵기 조절이 돼서 제 입맛에 딱 맞게 먹을 수 있는 게 큰 장점인 것 같습니다 추가로 주문한 버터난도 고소해서 카레랑 찰떡궁합이네요 재방문 의사 200 입니다,"혜화역, 맛집, 인정, 카레, 마리, 세트, 닭고기, 부드럽, 조절, 입맛, 장점, 추가, 주문, 버터, 카레, 찰떡궁합, 방문, 의사",,0,중립
페르시안궁전,전서현6592,12,2026.01.27,1번째 방문,영수증,너무너무 맛있어요!! 혜화에서 젤 맛있는 카레집입니다. 초등학생 저학년때 부모님이랑 동생이랑 왔을때엔 매운카레는 커녕 동생이랑 둘이서 카래 하나를 나눠먹었어요. 그런데 10년이 지난 지금은 동생이랑 와서 먹고싶은 거 다먹는 어른이 되었어요. 그때나 지금이나 여전히 맛있습니다. 만약에 제가 외국인 친구를 사귄다면 한국맛집중 하나로 이 가게를 소개해주고 싶어요!ㅋㅋ,203,True,너무너무 맛있어요 혜화에서 젤 맛있는 카레집입니다 초등학생 저학년때 부모님이랑 동생이랑 왔을때엔 매운카레는 커녕 동생이랑 둘이서 카래 하나를 나눠먹었어요 그런데 10년이 지난 지금은 동생이랑 와서 먹고싶은 거 다먹는 어른이 되었어요 그때나 지금이나 여전히 맛있습니다 만약에 제가 외국인 친구를 사귄다면 한국맛집중 하나로 이 가게를 소개해주고 싶어요,"맛있, 혜화, 맛있, 카레, 초등학생, 학년, 부모, 동생, 카레, 동생, 카래, 하나, 나누, 지나, 지금, 동생, 어른, 그때, 지금, 맛있, 만약, 외국인, 친구, 사귀, 한국, 맛집, 하나, 가게, 소개","맛있, 맛있, 맛있",6,긍정
페르시안궁전,내꺼야7579,24,2026.01.24,1번째 방문,영수증,"매번 와보고 싶었는데 오늘 드디어 먹으러 왔습니다!! 기대했던 것처럼 존맛❤️ 밥이 바삭바삭한 게 굉장히 독특하고, 치킨 커리는 계속 생각날 것 같아요...왜 계속 사랑받는지 이해완료ㅋ̤̫ㅋ꙼̈ㅋ̤̮ㅋ̆̎ㅋ̤̻",117,True,매번 와보고 싶었는데 오늘 드디어 먹으러 왔습니다 기대했던 것처럼 존맛 밥이 바삭바삭한 게 굉장히 독특하고 치킨 커리는 계속 생각날 것 같아요 왜 계속 사랑받는지 이해완료,"기대, 독특, 치킨, 커리, 생각나, 사랑, 이해, 완료",,0,중립
페르시안궁전,jade62,70,2026.01.20,1번째 방문,예약,정말 오랫동안 다닌 페르시안궁전! 20대부터 20년 넘게 다닌 곳. 서울 곳곳이 휙휙 바뀌는 중에도 오랫동안 그때 분위기 유지하며 성업하는 찐 맛집. 어디에서도 맛보기 어려운 오묘한 카레맛이...개인적으로 양고기 거부감 없는 분은 양고기카레 추천!,138,True,정말 오랫동안 다닌 페르시안궁전 20대부터 20년 넘게 다닌 곳 서울 곳곳이 휙휙 바뀌는 중에도 오랫동안 그때 분위기 유지하며 성업하는 찐 맛집 어디에서도 맛보기 어려운 오묘한 카레맛이 개인적으로 양고기 거부감 없는 분은 양고기카레 추천,"오랫동안, 다니, 페르시안궁전, 다니, 서울, 곳곳, 바뀌, 오랫동안, 분위기, 유지, 성업, 맛집, 어디, 맛보, 어렵, 카레, 개인, 양고기, 거부감, 양고기, 카레, 추천",추천,2,긍정
페르시안궁전,jjjj84,16,2026.01.17,1번째 방문,영수증,"인도에 가본 적은 없지만, 현지 느낌이 물씬 나는 인도 음식점입니당 🇮🇳✨ 향신료 향도 부담 없고 음식이 정말 맛있어요 😋🍛 사장님도 너무 친절하셔서 기분 좋게 먹을 수 있었어요 다음에도 또 와서 다른 음식도 먹어보고 싶어요!😊👍",128,True,인도에 가본 적은 없지만 현지 느낌이 물씬 나는 인도 음식점입니당 향신료 향도 부담 없고 음식이 정말 맛있어요 사장님도 너무 친절하셔서 기분 좋게 먹을 수 있었어요 다음에도 또 와서 다른 음식도 먹어보고 싶어요,"인도, 현지, 느낌, 인도, 음식점, 향신료, 부담, 음식, 맛있, 사장, 친절, 기분, 다음, 음식","맛있, 친절",4,긍정
페르시안궁전,에르제니코88,25,2026.01.17,1번째 방문,영수증,"학생 때 오고 나서 종종 찾는 페르시아궁전, 인도 커리와는 또 좀 다른 느낌의 페르시아 커리도 있고, 익숙한 느낌의 인도 커리에 기까운 맛도 있어요. 맛있게 잘 먹었습니다. 이번엔 치킨 반마리인데 담엔 치킨 정식으로!!",122,True,학생 때 오고 나서 종종 찾는 페르시아궁전 인도 커리와는 또 좀 다른 느낌의 페르시아 커리도 있고 익숙한 느낌의 인도 커리에 기까운 맛도 있어요 맛있게 잘 먹었습니다 이번엔 치킨 반마리인데 담엔 치킨 정식으로,"학생, 페르시아, 궁전, 인도, 커리, 다르, 느낌, 페르시아, 커리, 느낌, 인도, 커리, 까운, 맛있, 이번, 치킨, 마리, 치킨, 정식",맛있,2,긍정
페르시안궁전,코쏘,707,2026.01.17,1번째 방문,영수증,이국적인 느낌의 카레 튀긴 밥이랑 카레랑 닭고기랑 얹어 먹으니 우왕 소리 나와요 오.. 그냥 카레인가 싶을 때마다 하나씩 오묘한 킥이 있구요 치즈 난은 고소한 게 딱 좋았고 라씨는 너무 맛있어요!!!!!!!!!!!!!!!!!! 다음에 시금치 커리 류나 먹으러 와야겠어요 제 부모님이 대학생 시절 오셨던 곳인데 신기방기하네욤,180,True,이국적인 느낌의 카레 튀긴 밥이랑 카레랑 닭고기랑 얹어 먹으니 우왕 소리 나와요 오 그냥 카레인가 싶을 때마다 하나씩 오묘한 킥이 있구요 치즈 난은 고소한 게 딱 좋았고 라씨는 너무 맛있어요 다음에 시금치 커리 류나 먹으러 와야겠어요 제 부모님이 대학생 시절 오셨던 곳인데 신기방기하네욤,"이국, 느낌, 카레, 튀기, 카레, 닭고기, 우왕, 소리, 나오, 카레, 하나, 치즈, 맛있, 다음, 시금치, 커리, 부모, 대학, 시절, 신기, 방기",맛있,2,긍정
페르시안궁전,세인트밀,113,2026.01.16,1번째 방문,영수증,카레 먹으러 왔다가 케밥 보자마자 바로 주문했어요...터키 놀러갔다가 먹었던 그 케밥 맛 그대로여서 너무 반가웠어요...다음에도 또 케밥 먹으러 올듯...분위기도 넘 신기하고 직원분도 친절하셔서 가까이 있으면 자주 가고 싶어요🥹,127,True,카레 먹으러 왔다가 케밥 보자마자 바로 주문했어요 터키 놀러갔다가 먹었던 그 케밥 맛 그대로여서 너무 반가웠어요 다음에도 또 케밥 먹으러 올듯 분위기도 넘 신기하고 직원분도 친절하셔서 가까이 있으면 자주 가고 싶어요,"카레, 케밥, 주문, 터키, 케밥, 반갑, 다음, 분위기, 신기하, 직원, 친절",친절,2,긍정
페르시안궁전,항공나눔,99,2026.01.16,1번째 방문,영수증,현지의 맛입니다! 혹시 아이랑 오신다면 미리 말씀하시면 카레의 매움정도를 닭 부위와 함께 별도로 주문도 가능하다고 합니다. 저희도 사장님의 친절함으로 살짝 매콤한맛과 아이용맛 두가지 카레로 먹었습니다. 특히 난과 같이 먹으니 너무 맛있어요! 독특한 분위기로 여행온 느낌입니다!,154,True,현지의 맛입니다 혹시 아이랑 오신다면 미리 말씀하시면 카레의 매움정도를 닭 부위와 함께 별도로 주문도 가능하다고 합니다 저희도 사장님의 친절함으로 살짝 매콤한맛과 아이용맛 두가지 카레로 먹었습니다 특히 난과 같이 먹으니 너무 맛있어요 독특한 분위기로 여행온 느낌입니다,"현지, 아이, 말씀, 카레, 정도, 부위, 별도, 주문, 가능, 저희, 사장, 친절, 매콤하, 아이, 가지, 카레, 맛있, 독특, 분위기, 여행, 느낌","친절, 맛있",4,긍정
페르시안궁전,Ehdwls,23,2026.01.13,1번째 방문,영수증,"치킨커리 먹었는데 진짜 맛있었어요! 커리가 꾸덕하고 진해서 밥이랑 먹기 딱 좋고, 안에 야채도 큼직하게 들어가 있어서 식감도 좋았습니다. 특히 치킨이 뼈째로 들어가 있는데 퍽퍽하지 않고 부드럽게 잘 익어서 만족했어요. 전체적으로 간도 딱 적당하고 향신료 부담도 심하지 않아서 누구나 맛있게 먹을 수 있을 것 같아요. 다음에 또 먹으러 올게요!",191,True,치킨커리 먹었는데 진짜 맛있었어요 커리가 꾸덕하고 진해서 밥이랑 먹기 딱 좋고 안에 야채도 큼직하게 들어가 있어서 식감도 좋았습니다 특히 치킨이 뼈째로 들어가 있는데 퍽퍽하지 않고 부드럽게 잘 익어서 만족했어요 전체적으로 간도 딱 적당하고 향신료 부담도 심하지 않아서 누구나 맛있게 먹을 수 있을 것 같아요 다음에 또 먹으러 올게요,"치킨커리, 맛있, 커리, 꾸덕, 진하, 야채, 들어가, 식감, 치킨, 들어가, 퍽퍽하, 부드럽, 만족, 전체, 향신료, 부담, 심하, 누구, 맛있, 다음","맛있, 만족, 맛있",6,긍정
페르시안궁전,aallis,53,2026.01.11,1번째 방문,영수증,너무 맛있어요!! 들어가자마자 사장님이 친절한게 안내해주셔서 편하게 웨이팅하다가 들어왔어요 통닭카레랑 양고기 카레 3명이서 먹었는데 양이 좋았어요!! 버터난도 추가해서 먹었는데 다음에 오면 다른 난도 꼭 먹어봐야겠어요 카레 좋아하시면 진짜 추천!!👍🏻💖🥰,142,True,너무 맛있어요 들어가자마자 사장님이 친절한게 안내해주셔서 편하게 웨이팅하다가 들어왔어요 통닭카레랑 양고기 카레 3명이서 먹었는데 양이 좋았어요 버터난도 추가해서 먹었는데 다음에 오면 다른 난도 꼭 먹어봐야겠어요 카레 좋아하시면 진짜 추천,"맛있, 들어가, 사장, 친절, 안내, 편하, 웨이팅, 들어오, 통닭, 카레, 양고기, 카레, 버터, 추가, 다음, 카레, 좋아하, 추천","맛있, 친절, 좋, 추천",8,긍정
페르시안궁전,배볼록요정,35,2026.01.10,1번째 방문,영수증,"식당에 들어와서부터 손님을 배려한다는 마음이 느껴져서 기다리는 시간이 너무 편안했어요!!! 대기공간의 의자, 히터, 패딩커튼?까지 너무 세심하신 거 있죠~!! 30분 정도 대기 후에 주문하고는 음식 나오기까지 5분? 10분도 안 걸렸어요!!! 음식도 하나같이 너무 맛있구우!!ㅠㅠ 사장님과 직원분들의 친절함에 너무 행복한 식사 시간 보내고 갑니다!-!ㅎㅎㅎㅎ 너무 추천해요~~~~🌻",213,True,식당에 들어와서부터 손님을 배려한다는 마음이 느껴져서 기다리는 시간이 너무 편안했어요 대기공간의 의자 히터 패딩커튼 까지 너무 세심하신 거 있죠 30분 정도 대기 후에 주문하고는 음식 나오기까지 5분 10분도 안 걸렸어요 음식도 하나같이 너무 맛있구우 사장님과 직원분들의 친절함에 너무 행복한 식사 시간 보내고 갑니다 너무 추천해요,"식당, 들어오, 배려, 마음, 느끼, 기다리, 시간, 편안, 대기, 공간, 의자, 히터, 패딩, 커튼, 정도, 대기, 주문, 음식, 나오, 걸리, 음식, 맛있, 사장, 직원, 친절, 행복, 식사, 시간, 보내, 추천","느끼, 맛있, 친절, 추천",5,긍정
페르시안궁전,별해61,957,2026.01.10,1번째 방문,영수증,맛있는 치킨카레 먹으러 방문했어요 ㅎㅎ 인기 진짜 많네요 점심때 딱 아닌데도 1시간 이상 기다렸어요 근데 진짜 맛있어요 ㅋㅋㅋㅋㅋㅋ!!!!!!!! 버터난이랑 라씨 추가 꼭 하세요-!!! + 카레 추가도 무조건🩵🩵🩵🩵🩵 포장해갈랬더니 주말이라 넘 바빠서 포장 거절당한ㅠ 근처 오면 꼭 들러보세용,163,True,맛있는 치킨카레 먹으러 방문했어요 인기 진짜 많네요 점심때 딱 아닌데도 1시간 이상 기다렸어요 근데 진짜 맛있어요 버터난이랑 라씨 추가 꼭 하세요 카레 추가도 무조건 포장해갈랬더니 주말이라 넘 바빠서 포장 거절당한 근처 오면 꼭 들러보세용,"맛있, 치킨, 카레, 방문, 인기, 점심, 아니, 시간, 이상, 기다리, 맛있, 버터, 추가, 카레, 추가, 포장, 주말, 바쁘, 포장, 거절, 근처, 들르","맛있, 맛있",4,긍정
페르시안궁전,moo****,24,2026.01.08,1번째 방문,영수증,"내부 인테리어 부터 시선을 압도하는 공간입니다. 너무 맛있어서 카레 좋아하신다면 무조건 추천이구요. 테이블도 넓고 쾌적해서 한테이블에 3명에서 4명까지 이용하기에도 너무 좋아요. 카레 먹을 때 난을 추가해서 드시는 것을 추천드립니다. 독특한 인테리어 덕분에 데이트 코스로도 좋고, 카레가 생각날 때 방문할 예정입니다.",177,True,내부 인테리어 부터 시선을 압도하는 공간입니다 너무 맛있어서 카레 좋아하신다면 무조건 추천이구요 테이블도 넓고 쾌적해서 한테이블에 3명에서 4명까지 이용하기에도 너무 좋아요 카레 먹을 때 난을 추가해서 드시는 것을 추천드립니다 독특한 인테리어 덕분에 데이트 코스로도 좋고 카레가 생각날 때 방문할 예정입니다,"내부, 인테리어, 시선, 압도, 공간, 맛있, 카레, 좋아하, 추천, 테이블, 테이블, 이용, 카레, 추가, 드시, 추천, 드리, 독특, 인테리어, 덕분, 데이트, 코스, 카레, 생각나, 방문, 예정","맛있, 좋, 추천, 추천",8,긍정
페르시안궁전,18023,28,2026.01.06,1번째 방문,영수증,"소문듣고 방문했습니다! 제가 향신료를 좀 가려서 걱정했었는데 커리 마지막까지 싹 긁어먹을정도로 맛있게 먹었습니다😃 버터 난으로 먹어봤는데 마늘 난, 탄두리 난, 치즈 난 등 종류가 많아서 다 먹어보고 싶었습니다!",118,True,소문듣고 방문했습니다 제가 향신료를 좀 가려서 걱정했었는데 커리 마지막까지 싹 긁어먹을정도로 맛있게 먹었습니다 버터 난으로 먹어봤는데 마늘 난 탄두리 난 치즈 난 등 종류가 많아서 다 먹어보고 싶었습니다,"소문, 방문, 향신료, 가리, 걱정, 커리, 마지막, 정도, 맛있, 버터, 마늘, 탄두, 치즈, 종류",맛있,2,긍정
페르시안궁전,Master1227,114,2026.01.03,1번째 방문,영수증,"문을 열고 들어서자마자 은은한 향신료 향과 따뜻한 조명이 어우러져, 마치 여행지의 한 장면 속으로 들어온 기분이 들었습니다. 이번에 주문한 메뉴는 닭한마리 사랑세트. 닭은 속살까지 부드럽고 잡내 없이 깔끔하게 익어 있었고, 국물은 진하고 깊은 맛이 나면서도 느끼하지 않았습니다. 향신료 향이 은은하게 배어 있어 한입 한입이 굉장히 이색적이면서도 편안했습니다. 사이드 메뉴들도 정갈하고, 밸런스가 좋았습니다. 함께 나오는 소스와 곁들임이 음식의 풍미를 살려줘서 마지막까지 숟가락을 놓기 어려웠습니다. 직원분들도 친절하고 세심하게 챙겨주셔서 식사 내내 기분 좋게 머물 수 있었습니다.",324,True,문을 열고 들어서자마자 은은한 향신료 향과 따뜻한 조명이 어우러져 마치 여행지의 한 장면 속으로 들어온 기분이 들었습니다 이번에 주문한 메뉴는 닭한마리 사랑세트 닭은 속살까지 부드럽고 잡내 없이 깔끔하게 익어 있었고 국물은 진하고 깊은 맛이 나면서도 느끼하지 않았습니다 향신료 향이 은은하게 배어 있어 한입 한입이 굉장히 이색적이면서도 편안했습니다 사이드 메뉴들도 정갈하고 밸런스가 좋았습니다 함께 나오는 소스와 곁들임이 음식의 풍미를 살려줘서 마지막까지 숟가락을 놓기 어려웠습니다 직원분들도 친절하고 세심하게 챙겨주셔서 식사 내내 기분 좋게 머물 수 있었습니다,"들어서, 향신료, 조명, 어우러지, 여행지, 장면, 들어오, 기분, 이번, 주문, 메뉴, 마리, 사랑, 세트, 속살, 부드럽, 잡내, 깔끔, 국물, 진하, 향신료, 이색, 편안, 사이드, 메뉴, 밸런스, 나오, 소스, 곁들이, 음식, 풍미, 살리, 마지막, 숟가락, 어렵, 직원, 친절, 챙기, 식사, 기분, 머물","깔끔, 친절",4,긍정
페르시안궁전,돈 벌자 밥 먹어야지,60,2026.01.02,1번째 방문,영수증,마지막 사진 봐주세요. 못먹는거빼고 다 먹었어요ㅋ 원래 카레를 진짜 좋아하는데 현지식은 처음 먹어봤구요 거부감 없는 친근한 맛인데 치킨이 개큰 킥이에요 맵기 2.2단계는 먹다보면 살짝 칼칼해서 딱이에요 👍 치킨이랑 난이 쫄깃하고 고소해서 솔직히 담에 간다면 난만 왕창 먹고싶어요ㅋ 밥은 한국 쌀과 비교하면 무맛..?에 가까웠고 식으면 딱딱하거든요 근데 첨가보시면 드셔보시는거 추천. 라씨는 시콤한 요거트 마시는 맛입니다 . 리뷰이벤트로 하나 드셔보세요 먼저 입구에 들어오자마자 오른쪽에 t오더로 주문하고 자리 안내해주시면 자리에 계시면 됩니다! 화장실은 계단 내려가시면 있어요,322,True,마지막 사진 봐주세요 못먹는거빼고 다 먹었어요 원래 카레를 진짜 좋아하는데 현지식은 처음 먹어봤구요 거부감 없는 친근한 맛인데 치킨이 개큰 킥이에요 맵기 2 2단계는 먹다보면 살짝 칼칼해서 딱이에요 치킨이랑 난이 쫄깃하고 고소해서 솔직히 담에 간다면 난만 왕창 먹고싶어요 밥은 한국 쌀과 비교하면 무맛 에 가까웠고 식으면 딱딱하거든요 근데 첨가보시면 드셔보시는거 추천 라씨는 시콤한 요거트 마시는 맛입니다 리뷰이벤트로 하나 드셔보세요 먼저 입구에 들어오자마자 오른쪽에 오더로 주문하고 자리 안내해주시면 자리에 계시면 됩니다 화장실은 계단 내려가시면 있어요,"마지막, 사진, 카레, 좋아하, 현지, 처음, 거부감, 치킨, 단계, 칼칼하, 치킨, 쫄깃하, 고소하, 한국, 비교, 가깝, 딱딱하, 드시, 추천, 시코, 요거트, 마시, 리뷰, 이벤트, 하나, 드시, 입구, 들어오, 오른쪽, 오더, 주문, 자리, 안내, 자리, 계시, 화장실, 계단, 내려가","좋, 추천",4,긍정
페르시안궁전,떠나자아,35,2026.01.01,6번째 방문,영수증,브타지나자마자 바로 들어왔어요ㅋ오늘 라이스케이크가 좀 맛없어보이게 나왔지만 너무 맛있게 잘먹었습니다~2.7이 조금 덜매워서 3.0카레 추가해서 먹었는데도 싹 먹었어요~20년쯤?단골인데 오늘도 맛나게 잘먹었습니다!!또올께요,123,True,브타지나자마자 바로 들어왔어요 오늘 라이스케이크가 좀 맛없어보이게 나왔지만 너무 맛있게 잘먹었습니다 2 7이 조금 덜매워서 3 0카레 추가해서 먹었는데도 싹 먹었어요 20년쯤 단골인데 오늘도 맛나게 잘먹었습니다 또올께요,"브타, 지나, 들어오, 라이스, 케이크, 맛없, 보이, 나오, 맛있, 카레, 추가, 단골, 오늘, 맛나","맛없, 맛있",0,중립
페르시안궁전,tnd****,49,2025.12.29,1번째 방문,영수증,예전에 유튜브에서 보고 가보고 싶다고 생각했는데 이번 서울 여행 오면서 방문했습니다! 직원분들이 너무 친절하시고 음식 맛도 너무너무 맛있고 최고에요👍🏻 다음에 또 올게요 감사합니다🥹,101,True,예전에 유튜브에서 보고 가보고 싶다고 생각했는데 이번 서울 여행 오면서 방문했습니다 직원분들이 너무 친절하시고 음식 맛도 너무너무 맛있고 최고에요 다음에 또 올게요 감사합니다,"예전, 유튜브, 생각, 이번, 서울, 여행, 방문, 직원, 친절, 음식, 맛있, 최고, 다음, 감사","친절, 맛있, 최고",7,긍정
